ID,Recency,Frequency,Monetary,Age,Age Group,Country,R,F,M,RFMGroup,RFMScore,RFM_loyalty_level,Clusters
5558,90,8,1481,68,Baby Boomers,SP,4,3,1,431,8,Silver,1
5562,92,17,623,48,Gen X,SP,4,1,2,412,7,Gold,1
5564,26,13,1139,53,Gen X,AUS,2,2,1,221,5,Platinum,2
5577,77,3,17,39,Millennials,SP,4,4,4,444,12,Bronze,3
5585,1,5,31,50,Gen X,CA,1,4,4,144,9,Silver,0
5589,95,19,746,58,Baby Boomers,IND,4,1,2,412,7,Gold,1
5596,44,18,681,66,Baby Boomers,SA,2,1,2,212,5,Platinum,2
5602,98,20,920,33,Millennials,IND,4,1,1,411,6,Platinum,1
5610,58,4,20,57,Baby Boomers,IND,3,4,4,344,11,Bronze,3
5621,8,11,230,53,Gen X,SP,1,2,3,123,6,Platinum,0
5623,95,3,32,42,Gen X,SP,4,4,4,444,12,Bronze,3
5626,13,13,431,58,Baby Boomers,SP,1,2,2,122,5,Platinum,2
5628,25,20,1325,40,Millennials,US,2,1,1,211,4,Platinum,2
5631,92,13,446,31,Millennials,US,4,2,2,422,8,Silver,1
5633,47,9,193,42,Gen X,SA,2,3,3,233,8,Silver,0
5636,50,7,105,59,Baby Boomers,IND,2,3,3,233,8,Silver,0
5642,0,9,205,43,Gen X,SP,1,3,3,133,7,Gold,0
5644,96,12,336,65,Baby Boomers,SP,4,2,2,422,8,Silver,3
5654,34,5,34,50,Gen X,AUS,2,4,4,244,10,Bronze,0
5667,90,13,1442,58,Baby Boomers,CA,4,2,1,421,7,Gold,1
5675,98,11,483,62,Baby Boomers,US,4,2,2,422,8,Silver,3
5680,66,4,21,38,Millennials,SP,3,4,4,344,11,Bronze,3
5682,8,17,1044,69,Baby Boomers,AUS,1,1,1,111,3,Platinum,2
5684,25,5,65,51,Gen X,SP,2,4,3,243,9,Silver,0
5687,98,19,1387,42,Gen X,CA,4,1,1,411,6,Platinum,1
5692,82,4,8,33,Millennials,SA,4,4,4,444,12,Bronze,3
5710,31,6,115,52,Gen X,AUS,2,3,3,233,8,Silver,0
5718,17,11,950,72,Baby Boomers,SA,1,2,1,121,4,Platinum,2
5721,60,13,1436,66,Baby Boomers,CA,3,2,1,321,6,Platinum,1
5723,63,6,113,46,Gen X,SP,3,3,3,333,9,Silver,3
5726,15,7,46,39,Millennials,SA,1,3,3,133,7,Gold,0
5731,64,4,25,39,Millennials,SP,3,4,4,344,11,Bronze,3
5734,83,6,86,48,Gen X,SP,4,3,3,433,10,Bronze,3
5735,29,13,2191,31,Millennials,SP,2,2,1,221,5,Platinum,2
5740,1,3,18,52,Gen X,SP,1,4,4,144,9,Silver,0
5748,96,11,186,57,Baby Boomers,SA,4,2,3,423,9,Silver,3
5751,54,4,15,49,Gen X,CA,3,4,4,344,11,Bronze,3
5756,64,5,53,39,Millennials,SP,3,4,3,343,10,Bronze,3
5758,23,23,1143,40,Millennials,SP,1,1,1,111,3,Platinum,2
5763,63,11,311,50,Gen X,CA,3,2,2,322,7,Gold,3
5782,15,18,543,40,Millennials,SP,1,1,2,112,4,Platinum,2
5788,46,7,158,50,Gen X,GER,2,3,3,233,8,Silver,0
5790,62,5,47,37,Millennials,SP,3,4,3,343,10,Bronze,3
5794,1,14,429,48,Gen X,IND,1,2,2,122,5,Platinum,2
5796,70,17,1023,59,Baby Boomers,SP,3,1,1,311,5,Platinum,1
5798,87,10,841,49,Gen X,GER,4,3,2,432,9,Silver,1
5802,40,6,20,50,Gen X,GER,2,3,4,234,9,Silver,0
5823,63,5,37,52,Gen X,IND,3,4,4,344,11,Bronze,3
5824,1,3,8,50,Gen X,AUS,1,4,4,144,9,Silver,0
5827,53,6,48,64,Baby Boomers,SA,3,3,3,333,9,Silver,3
5830,96,15,1839,50,Gen X,SA,4,1,1,411,6,Platinum,1
5831,93,10,1567,55,Gen X,SP,4,3,1,431,8,Silver,1
5832,32,16,1028,62,Baby Boomers,SP,2,1,1,211,4,Platinum,2
5835,39,6,51,46,Gen X,SP,2,3,3,233,8,Silver,0
5837,67,12,415,55,Gen X,SP,3,2,2,322,7,Gold,3
5841,61,18,768,56,Gen X,SP,3,1,2,312,6,Platinum,1
5846,68,3,9,45,Gen X,GER,3,4,4,344,11,Bronze,3
5847,95,17,539,53,Gen X,SP,4,1,2,412,7,Gold,1
5848,43,12,1727,52,Gen X,IND,2,2,1,221,5,Platinum,2
5863,95,14,493,69,Baby Boomers,SP,4,2,2,422,8,Silver,1
5866,39,8,166,48,Gen X,SP,2,3,3,233,8,Silver,0
5868,49,4,15,42,Gen X,CA,2,4,4,244,10,Bronze,0
5871,98,12,318,43,Gen X,SA,4,2,2,422,8,Silver,3
5872,23,14,546,71,Baby Boomers,US,1,2,2,122,5,Platinum,2
5883,78,14,462,50,Gen X,SP,4,2,2,422,8,Silver,1
5885,94,8,166,49,Gen X,CA,4,3,3,433,10,Bronze,3
5892,11,8,209,42,Gen X,SA,1,3,3,133,7,Gold,0
5896,94,10,359,35,Millennials,SP,4,3,2,432,9,Silver,3
5899,68,1,34,72,Baby Boomers,US,3,4,4,344,11,Bronze,3
5907,24,3,16,70,Baby Boomers,SP,1,4,4,144,9,Silver,0
5909,25,11,1006,58,Baby Boomers,GER,2,2,1,221,5,Platinum,2
5922,48,9,216,48,Gen X,SP,2,3,3,233,8,Silver,0
5929,14,5,41,49,Gen X,SP,1,4,4,144,9,Silver,0
5935,60,15,694,66,Baby Boomers,IND,3,1,2,312,6,Platinum,1
5939,84,6,76,51,Gen X,SP,4,3,3,433,10,Bronze,3
5948,96,9,201,47,Gen X,US,4,3,3,433,10,Bronze,3
5954,92,9,164,50,Gen X,SP,4,3,3,433,10,Bronze,3
5955,27,12,1415,60,Baby Boomers,SP,2,2,1,221,5,Platinum,2
5956,74,10,245,74,Baby Boomers,AUS,3,3,3,333,9,Silver,3
5959,80,8,181,54,Gen X,IND,4,3,3,433,10,Bronze,3
5961,29,4,32,44,Gen X,SP,2,4,4,244,10,Bronze,0
5966,64,9,213,48,Gen X,SP,3,3,3,333,9,Silver,3
5967,60,5,47,70,Baby Boomers,GER,3,4,3,343,10,Bronze,3
5975,82,5,54,55,Gen X,CA,4,4,3,443,11,Bronze,3
5985,0,6,118,57,Baby Boomers,SP,1,3,3,133,7,Gold,0
5987,52,5,15,33,Millennials,SP,3,4,4,344,11,Bronze,3
5989,51,21,1350,63,Baby Boomers,CA,3,1,1,311,5,Platinum,1
5991,24,9,214,73,Baby Boomers,GER,1,3,3,133,7,Gold,0
5995,54,11,315,60,Baby Boomers,SP,3,2,2,322,7,Gold,3
6001,62,15,809,43,Gen X,SP,3,1,2,312,6,Platinum,1
6019,9,3,57,51,Gen X,SP,1,4,3,143,8,Silver,0
6024,62,10,1925,69,Baby Boomers,SP,3,3,1,331,7,Gold,1
6036,78,12,1668,63,Baby Boomers,SP,4,2,1,421,7,Gold,1
6049,85,18,1608,40,Millennials,SP,4,1,1,411,6,Platinum,1
6050,33,19,1433,47,Gen X,IND,2,1,1,211,4,Platinum,2
6055,94,13,994,43,Gen X,SP,4,2,1,421,7,Gold,1
6059,81,15,1190,69,Baby Boomers,SP,4,1,1,411,6,Platinum,1
6071,77,14,887,33,Millennials,SP,4,2,1,421,7,Gold,1
6072,16,11,1817,52,Gen X,SP,1,2,1,121,4,Platinum,2
6086,62,18,1176,67,Baby Boomers,AUS,3,1,1,311,5,Platinum,1
6097,64,14,425,63,Baby Boomers,SA,3,2,2,322,7,Gold,1
6103,40,5,70,74,Baby Boomers,AUS,2,4,3,243,9,Silver,0
6116,13,4,50,54,Gen X,SP,1,4,3,143,8,Silver,0
6119,52,3,13,59,Baby Boomers,SP,3,4,4,344,11,Bronze,3
6131,87,12,317,42,Gen X,SP,4,2,2,422,8,Silver,3
6141,46,11,297,50,Gen X,CA,2,2,2,222,6,Platinum,0
6142,65,10,823,79,Pre Boomers,SP,3,3,2,332,8,Silver,1
6147,51,2,15,51,Gen X,GER,3,4,4,344,11,Bronze,3
6168,28,3,38,59,Baby Boomers,IND,2,4,4,244,10,Bronze,0
6173,46,17,832,43,Gen X,SP,2,1,2,212,5,Platinum,2
6177,32,8,142,37,Millennials,US,2,3,3,233,8,Silver,0
6181,36,19,747,72,Baby Boomers,US,2,1,2,212,5,Platinum,2
6182,26,6,35,38,Millennials,US,2,3,4,234,9,Silver,0
6183,3,6,107,60,Baby Boomers,GER,1,3,3,133,7,Gold,0
6184,6,11,1410,53,Gen X,SP,1,2,1,121,4,Platinum,2
6197,39,6,54,60,Baby Boomers,SP,2,3,3,233,8,Silver,0
6200,50,15,633,71,Baby Boomers,SP,2,1,2,212,5,Platinum,1
6201,45,5,38,44,Gen X,SP,2,4,4,244,10,Bronze,0
6202,78,17,763,62,Baby Boomers,SP,4,1,2,412,7,Gold,1
6203,58,18,1463,75,Baby Boomers,SP,3,1,1,311,5,Platinum,1
6205,13,5,66,55,Gen X,CA,1,4,3,143,8,Silver,0
6211,47,4,27,46,Gen X,SP,2,4,4,244,10,Bronze,0
6214,53,5,53,40,Millennials,SP,3,4,3,343,10,Bronze,3
6215,24,3,20,45,Gen X,SA,1,4,4,144,9,Silver,0
6218,74,15,490,57,Baby Boomers,SP,3,1,2,312,6,Platinum,1
6222,28,5,33,55,Gen X,SP,2,4,4,244,10,Bronze,0
6230,53,9,174,51,Gen X,SP,3,3,3,333,9,Silver,3
6233,21,19,890,46,Gen X,SP,1,1,1,111,3,Platinum,2
6237,92,24,118,56,Gen X,SP,4,1,3,413,8,Silver,1
6245,71,11,460,72,Baby Boomers,SP,3,2,2,322,7,Gold,3
6246,40,11,1406,69,Baby Boomers,CA,2,2,1,221,5,Platinum,2
6248,47,20,2046,75,Baby Boomers,SP,2,1,1,211,4,Platinum,1
6250,62,19,755,73,Baby Boomers,SP,3,1,2,312,6,Platinum,1
6255,29,11,240,70,Baby Boomers,AUS,2,2,3,223,7,Gold,0
6257,81,14,432,46,Gen X,SA,4,2,2,422,8,Silver,1
6260,55,16,1467,67,Baby Boomers,AUS,3,1,1,311,5,Platinum,1
6261,81,13,389,43,Gen X,IND,4,2,2,422,8,Silver,3
6262,93,11,1308,60,Baby Boomers,GER,4,2,1,421,7,Gold,1
6263,34,6,74,54,Gen X,SP,2,3,3,233,8,Silver,0
6271,13,5,61,70,Baby Boomers,SP,1,4,3,143,8,Silver,0
6274,81,14,1509,74,Baby Boomers,SA,4,2,1,421,7,Gold,1
6281,27,11,872,56,Gen X,SP,2,2,1,221,5,Platinum,2
6283,64,18,750,54,Gen X,SP,3,1,2,312,6,Platinum,1
6287,2,3,30,36,Millennials,SP,1,4,4,144,9,Silver,0
6289,85,7,145,71,Baby Boomers,SP,4,3,3,433,10,Bronze,3
6292,60,14,1670,36,Millennials,GER,3,2,1,321,6,Platinum,1
6295,46,16,818,45,Gen X,SP,2,1,2,212,5,Platinum,2
6299,28,10,558,54,Gen X,CA,2,3,2,232,7,Gold,0
6303,72,17,1230,36,Millennials,CA,3,1,1,311,5,Platinum,1
6310,4,6,50,44,Gen X,CA,1,3,3,133,7,Gold,0
6312,29,23,656,63,Baby Boomers,GER,2,1,2,212,5,Platinum,2
6318,48,22,1155,34,Millennials,CA,2,1,1,211,4,Platinum,1
6320,42,16,1373,46,Gen X,SP,2,1,1,211,4,Platinum,2
6327,87,8,1032,55,Gen X,US,4,3,1,431,8,Silver,1
6336,55,6,29,62,Baby Boomers,SA,3,3,4,334,10,Bronze,3
6340,52,4,13,37,Millennials,SA,3,4,4,344,11,Bronze,3
6343,6,13,1288,63,Baby Boomers,AUS,1,2,1,121,4,Platinum,2
6347,26,4,6,43,Gen X,SP,2,4,4,244,10,Bronze,0
6349,71,14,1108,35,Millennials,SP,3,2,1,321,6,Platinum,1
6354,51,3,23,38,Millennials,SP,3,4,4,344,11,Bronze,3
6355,19,6,34,44,Gen X,SP,1,3,4,134,8,Silver,0
6357,29,14,340,63,Baby Boomers,SA,2,2,2,222,6,Platinum,2
6365,5,5,34,35,Millennials,IND,1,4,4,144,9,Silver,0
6374,50,9,256,68,Baby Boomers,SP,2,3,3,233,8,Silver,3
6376,83,12,386,43,Gen X,AUS,4,2,2,422,8,Silver,3
6379,3,4,88,73,Baby Boomers,US,1,4,3,143,8,Silver,0
6382,97,4,36,69,Baby Boomers,US,4,4,4,444,12,Bronze,3
6383,78,6,41,51,Gen X,SA,4,3,4,434,11,Bronze,3
6384,30,16,1199,44,Gen X,US,2,1,1,211,4,Platinum,2
6387,39,5,59,46,Gen X,SA,2,4,3,243,9,Silver,0
6398,2,6,30,48,Gen X,SP,1,3,4,134,8,Silver,0
6404,10,10,247,53,Gen X,SA,1,3,3,133,7,Gold,0
6406,13,16,1145,34,Millennials,GER,1,1,1,111,3,Platinum,2
6409,18,14,1006,55,Gen X,SA,1,2,1,121,4,Platinum,2
6417,85,17,1397,51,Gen X,SP,4,1,1,411,6,Platinum,1
6421,32,13,1783,61,Baby Boomers,SP,2,2,1,221,5,Platinum,2
6422,20,10,1015,68,Baby Boomers,IND,1,3,1,131,5,Platinum,2
6424,9,4,20,45,Gen X,SP,1,4,4,144,9,Silver,0
6428,37,8,960,72,Baby Boomers,SP,2,3,1,231,6,Platinum,2
6431,13,5,61,58,Baby Boomers,IND,1,4,3,143,8,Silver,0
6437,80,5,49,37,Millennials,SP,4,4,3,443,11,Bronze,3
6439,37,19,922,64,Baby Boomers,SA,2,1,1,211,4,Platinum,2
6445,73,10,749,55,Gen X,SA,3,3,2,332,8,Silver,1
6457,77,18,781,46,Gen X,SA,4,1,2,412,7,Gold,1
6460,78,5,22,40,Millennials,IND,4,4,4,444,12,Bronze,3
6461,74,16,787,53,Gen X,SP,3,1,2,312,6,Platinum,1
6466,22,6,114,57,Baby Boomers,SP,1,3,3,133,7,Gold,0
6471,17,6,46,51,Gen X,SP,1,3,3,133,7,Gold,0
6488,86,5,83,63,Baby Boomers,GER,4,4,3,443,11,Bronze,3
6497,32,11,322,62,Baby Boomers,AUS,2,2,2,222,6,Platinum,0
6504,24,5,16,47,Gen X,SP,1,4,4,144,9,Silver,0
6507,16,5,42,42,Gen X,AUS,1,4,4,144,9,Silver,0
6515,92,5,26,45,Gen X,SA,4,4,4,444,12,Bronze,3
6516,37,3,1,33,Millennials,AUS,2,4,4,244,10,Bronze,0
6518,8,15,594,71,Baby Boomers,AUS,1,1,2,112,4,Platinum,2
6521,18,13,954,68,Baby Boomers,SA,1,2,1,121,4,Platinum,2
6528,75,3,6,40,Millennials,SP,4,4,4,444,12,Bronze,3
6534,94,5,58,48,Gen X,SA,4,4,3,443,11,Bronze,3
6543,45,7,1395,77,Pre Boomers,CA,2,3,1,231,6,Platinum,2
6544,63,17,885,73,Baby Boomers,GER,3,1,1,311,5,Platinum,1
6565,91,20,1590,73,Baby Boomers,US,4,1,1,411,6,Platinum,1
6566,39,17,1193,68,Baby Boomers,AUS,2,1,1,211,4,Platinum,2
6568,97,5,47,38,Millennials,US,4,4,3,443,11,Bronze,3
6575,51,16,492,41,Gen X,SA,3,1,2,312,6,Platinum,1
6583,54,12,735,67,Baby Boomers,SP,3,2,2,322,7,Gold,1
6605,85,15,648,78,Pre Boomers,SP,4,1,2,412,7,Gold,1
6606,11,15,1135,53,Gen X,SP,1,1,1,111,3,Platinum,2
6609,64,6,52,56,Gen X,SA,3,3,3,333,9,Silver,3
6613,39,16,653,52,Gen X,AUS,2,1,2,212,5,Platinum,2
6616,47,11,266,47,Gen X,SP,2,2,3,223,7,Gold,0
6619,91,4,36,44,Gen X,SP,4,4,4,444,12,Bronze,3
6634,78,5,43,43,Gen X,SA,4,4,4,444,12,Bronze,3
6637,46,10,744,34,Millennials,IND,2,3,2,232,7,Gold,2
6642,50,6,57,61,Baby Boomers,SA,2,3,3,233,8,Silver,0
6646,23,4,8,38,Millennials,CA,1,4,4,144,9,Silver,0
6652,28,12,951,57,Baby Boomers,CA,2,2,1,221,5,Platinum,2
6653,72,12,380,52,Gen X,SP,3,2,2,322,7,Gold,3
6658,37,23,976,50,Gen X,SP,2,1,1,211,4,Platinum,2
6661,63,21,1054,48,Gen X,SP,3,1,1,311,5,Platinum,1
6663,96,7,151,82,Pre Boomers,SP,4,3,3,433,10,Bronze,3
6673,51,6,61,57,Baby Boomers,US,3,3,3,333,9,Silver,3
6678,5,7,61,33,Millennials,IND,1,3,3,133,7,Gold,0
6679,29,3,16,56,Gen X,SP,2,4,4,244,10,Bronze,0
6682,41,4,11,49,Gen X,SP,2,4,4,244,10,Bronze,0
6690,30,6,64,56,Gen X,SA,2,3,3,233,8,Silver,0
6694,27,21,904,58,Baby Boomers,SP,2,1,1,211,4,Platinum,2
6710,84,6,82,71,Baby Boomers,SP,4,3,3,433,10,Bronze,3
6715,3,17,653,74,Baby Boomers,SP,1,1,2,112,4,Platinum,2
6720,11,11,378,54,Gen X,SP,1,2,2,122,5,Platinum,0
6721,21,11,877,71,Baby Boomers,CA,1,2,1,121,4,Platinum,2
6722,98,17,643,68,Baby Boomers,CA,4,1,2,412,7,Gold,1
6728,38,4,33,37,Millennials,SP,2,4,4,244,10,Bronze,0
6729,95,15,1307,34,Millennials,SA,4,1,1,411,6,Platinum,1
6730,92,5,49,68,Baby Boomers,SP,4,4,3,443,11,Bronze,3
6742,82,3,5,43,Gen X,SP,4,4,4,444,12,Bronze,3
6749,78,11,1498,56,Gen X,SP,4,2,1,421,7,Gold,1
6768,75,4,31,60,Baby Boomers,CA,4,4,4,444,12,Bronze,3
6770,5,4,32,37,Millennials,US,1,4,4,144,9,Silver,0
6798,30,13,375,56,Gen X,SA,2,2,2,222,6,Platinum,2
6810,76,9,971,39,Millennials,SA,4,3,1,431,8,Silver,1
6815,4,15,594,42,Gen X,SP,1,1,2,112,4,Platinum,2
6818,26,10,204,48,Gen X,SP,2,3,3,233,8,Silver,0
6825,86,3,16,69,Baby Boomers,CA,4,4,4,444,12,Bronze,3
6853,12,14,1276,40,Millennials,AUS,1,2,1,121,4,Platinum,2
6856,75,6,37,43,Gen X,GER,4,3,4,434,11,Bronze,3
6859,30,7,65,35,Millennials,SP,2,3,3,233,8,Silver,0
6864,34,6,22,33,Millennials,AUS,2,3,4,234,9,Silver,0
6866,56,4,22,53,Gen X,SA,3,4,4,344,11,Bronze,3
6870,73,10,233,63,Baby Boomers,SP,3,3,3,333,9,Silver,3
6872,43,12,371,48,Gen X,SA,2,2,2,222,6,Platinum,0
6875,38,12,360,57,Baby Boomers,CA,2,2,2,222,6,Platinum,0
6878,14,10,151,68,Baby Boomers,SP,1,3,3,133,7,Gold,0
6885,36,5,50,45,Gen X,CA,2,4,3,243,9,Silver,0
6887,33,16,484,55,Gen X,GER,2,1,2,212,5,Platinum,2
6892,23,16,704,54,Gen X,SP,1,1,2,112,4,Platinum,2
6905,55,16,890,28,Millennials,SP,3,1,1,311,5,Platinum,1
6906,73,7,817,69,Baby Boomers,SP,3,3,2,332,8,Silver,1
6912,60,18,714,55,Gen X,SP,3,1,2,312,6,Platinum,1
6918,56,4,22,33,Millennials,SP,3,4,4,344,11,Bronze,3
6919,39,5,26,44,Gen X,SP,2,4,4,244,10,Bronze,0
6927,70,10,254,54,Gen X,SA,3,3,3,333,9,Silver,3
6931,19,12,907,55,Gen X,SP,1,2,1,121,4,Platinum,2
6932,77,12,2043,81,Pre Boomers,SP,4,2,1,421,7,Gold,1
6935,44,17,680,71,Baby Boomers,IND,2,1,2,212,5,Platinum,2
6940,86,6,140,56,Gen X,SP,4,3,3,433,10,Bronze,3
6941,92,4,37,51,Gen X,SP,4,4,4,444,12,Bronze,3
6945,72,20,1120,70,Baby Boomers,SP,3,1,1,311,5,Platinum,1
6950,25,5,52,64,Baby Boomers,CA,2,4,3,243,9,Silver,0
6958,42,3,18,45,Gen X,AUS,2,4,4,244,10,Bronze,0
6961,26,3,7,48,Gen X,SP,2,4,4,244,10,Bronze,0
6963,85,12,1086,75,Baby Boomers,SA,4,2,1,421,7,Gold,1
6969,75,9,178,40,Millennials,AUS,4,3,3,433,10,Bronze,3
6974,89,11,1302,50,Gen X,GER,4,2,1,421,7,Gold,1
6977,87,23,1702,48,Gen X,SP,4,1,1,411,6,Platinum,1
6982,14,13,1350,46,Gen X,IND,1,2,1,121,4,Platinum,2
6983,24,5,42,72,Baby Boomers,IND,1,4,4,144,9,Silver,0
6988,93,16,1191,36,Millennials,AUS,4,1,1,411,6,Platinum,1
6991,88,15,585,71,Baby Boomers,AUS,4,1,2,412,7,Gold,1
6999,80,19,778,42,Gen X,IND,4,1,2,412,7,Gold,1
7000,18,12,525,50,Gen X,GER,1,2,2,122,5,Platinum,2
7002,13,11,301,67,Baby Boomers,SP,1,2,2,122,5,Platinum,0
7004,82,5,53,38,Millennials,IND,4,4,3,443,11,Bronze,3
7005,71,17,693,41,Gen X,SA,3,1,2,312,6,Platinum,1
7007,47,5,38,54,Gen X,SP,2,4,4,244,10,Bronze,0
7010,41,13,1003,57,Baby Boomers,SP,2,2,1,221,5,Platinum,2
7011,47,7,72,49,Gen X,SA,2,3,3,233,8,Silver,0
7019,49,8,143,59,Baby Boomers,SA,2,3,3,233,8,Silver,0
7022,2,15,1155,51,Gen X,SA,1,1,1,111,3,Platinum,2
7023,87,10,246,69,Baby Boomers,SA,4,3,3,433,10,Bronze,3
7030,1,23,1404,67,Baby Boomers,SP,1,1,1,111,3,Platinum,2
7034,34,5,24,44,Gen X,CA,2,4,4,244,10,Bronze,0
7037,50,12,383,48,Gen X,SA,2,2,2,222,6,Platinum,3
7042,14,4,20,39,Millennials,SP,1,4,4,144,9,Silver,0
7053,75,11,1306,56,Gen X,SA,4,2,1,421,7,Gold,1
7055,57,19,945,70,Baby Boomers,CA,3,1,1,311,5,Platinum,1
7059,47,11,965,59,Baby Boomers,SP,2,2,1,221,5,Platinum,2
7072,69,12,852,49,Gen X,AUS,3,2,2,322,7,Gold,1
7079,38,21,1127,60,Baby Boomers,SA,2,1,1,211,4,Platinum,2
7093,74,3,14,37,Millennials,SP,3,4,4,344,11,Bronze,3
7094,87,19,711,47,Gen X,GER,4,1,2,412,7,Gold,1
7101,24,20,1024,59,Baby Boomers,SP,1,1,1,111,3,Platinum,2
7106,73,13,1074,79,Pre Boomers,SP,3,2,1,321,6,Platinum,1
7108,54,10,272,57,Baby Boomers,SA,3,3,3,333,9,Silver,3
7118,61,15,1276,65,Baby Boomers,CA,3,1,1,311,5,Platinum,1
7119,45,8,673,40,Millennials,SA,2,3,2,232,7,Gold,0
7124,72,6,59,54,Gen X,CA,3,3,3,333,9,Silver,3
7128,91,3,9,45,Gen X,SP,4,4,4,444,12,Bronze,3
7129,72,19,845,60,Baby Boomers,SP,3,1,2,312,6,Platinum,1
7141,15,7,144,36,Millennials,SP,1,3,3,133,7,Gold,0
7143,14,14,580,67,Baby Boomers,SP,1,2,2,122,5,Platinum,2
7152,64,4,25,39,Millennials,GER,3,4,4,344,11,Bronze,3
7165,59,18,588,50,Gen X,SP,3,1,2,312,6,Platinum,1
7181,97,5,48,45,Gen X,SP,4,4,3,443,11,Bronze,3
7186,43,3,26,56,Gen X,IND,2,4,4,244,10,Bronze,0
7187,52,8,465,53,Gen X,AUS,3,3,2,332,8,Silver,3
7192,58,12,338,67,Baby Boomers,SP,3,2,2,322,7,Gold,3
7196,20,3,12,72,Baby Boomers,CA,1,4,4,144,9,Silver,0
7212,99,5,61,56,Gen X,AUS,4,4,3,443,11,Bronze,3
7214,49,9,1067,65,Baby Boomers,SP,2,3,1,231,6,Platinum,1
7215,69,19,851,39,Millennials,CA,3,1,2,312,6,Platinum,1
7224,24,3,20,45,Gen X,IND,1,4,4,144,9,Silver,0
7230,98,11,483,62,Baby Boomers,US,4,2,2,422,8,Silver,3
7232,99,4,61,49,Gen X,SP,4,4,3,443,11,Bronze,3
7233,4,11,1377,50,Gen X,CA,1,2,1,121,4,Platinum,2
7235,37,6,19,47,Gen X,GER,2,3,4,234,9,Silver,0
7244,96,6,101,71,Baby Boomers,AUS,4,3,3,433,10,Bronze,3
7247,72,13,531,62,Baby Boomers,GER,3,2,2,322,7,Gold,1
7250,48,16,557,44,Gen X,CA,2,1,2,212,5,Platinum,2
7254,74,6,95,53,Gen X,SA,3,3,3,333,9,Silver,3
7261,8,10,292,51,Gen X,SP,1,3,3,133,7,Gold,0
7264,2,3,16,44,Gen X,SA,1,4,4,144,9,Silver,0
7270,91,15,1173,41,Gen X,SA,4,1,1,411,6,Platinum,1
7274,87,14,1717,65,Baby Boomers,SP,4,2,1,421,7,Gold,1
7275,34,6,111,51,Gen X,US,2,3,3,233,8,Silver,0
7279,3,8,905,53,Gen X,US,1,3,1,131,5,Platinum,2
7281,80,5,142,63,Baby Boomers,AUS,4,4,3,443,11,Bronze,3
7284,8,3,17,69,Baby Boomers,SP,1,4,4,144,9,Silver,0
7286,92,4,34,54,Gen X,AUS,4,4,4,444,12,Bronze,3
7290,68,15,925,37,Millennials,SP,3,1,1,311,5,Platinum,1
7297,54,6,18,49,Gen X,SA,3,3,4,334,10,Bronze,3
7300,50,15,486,70,Baby Boomers,IND,2,1,2,212,5,Platinum,1
7301,76,6,37,40,Millennials,SP,4,3,4,434,11,Bronze,3
7313,63,17,1257,73,Baby Boomers,CA,3,1,1,311,5,Platinum,1
7321,85,8,737,60,Baby Boomers,IND,4,3,2,432,9,Silver,3
7325,86,4,34,36,Millennials,SP,4,4,4,444,12,Bronze,3
7326,83,4,54,51,Gen X,CA,4,4,3,443,11,Bronze,3
7327,71,5,29,63,Baby Boomers,SP,3,4,4,344,11,Bronze,3
7342,6,18,596,61,Baby Boomers,SP,1,1,2,112,4,Platinum,2
7348,0,9,877,64,Baby Boomers,SP,1,3,1,131,5,Platinum,2
7349,7,6,39,49,Gen X,SP,1,3,4,134,8,Silver,0
7352,28,9,325,65,Baby Boomers,CA,2,3,2,232,7,Gold,0
7366,12,14,1276,40,Millennials,IND,1,2,1,121,4,Platinum,2
7369,56,5,56,41,Gen X,SP,3,4,3,343,10,Bronze,3
7373,8,10,204,70,Baby Boomers,AUS,1,3,3,133,7,Gold,0
7375,84,12,383,46,Gen X,SA,4,2,2,422,8,Silver,3
7378,34,16,534,41,Gen X,SP,2,1,2,212,5,Platinum,2
7381,10,17,1243,54,Gen X,SP,1,1,1,111,3,Platinum,2
7384,18,14,378,71,Baby Boomers,SP,1,2,2,122,5,Platinum,2
7386,83,4,31,46,Gen X,CA,4,4,4,444,12,Bronze,3
7393,15,5,85,44,Gen X,SP,1,4,3,143,8,Silver,0
7396,92,17,1329,56,Gen X,SP,4,1,1,411,6,Platinum,1
7397,45,16,581,71,Baby Boomers,SP,2,1,2,212,5,Platinum,2
7408,8,9,224,70,Baby Boomers,SA,1,3,3,133,7,Gold,0
7409,66,10,243,52,Gen X,SP,3,3,3,333,9,Silver,3
7411,31,4,16,58,Baby Boomers,SA,2,4,4,244,10,Bronze,0
7414,18,7,139,51,Gen X,SP,1,3,3,133,7,Gold,0
7419,90,5,30,54,Gen X,SP,4,4,4,444,12,Bronze,3
7422,90,12,183,35,Millennials,SP,4,2,3,423,9,Silver,3
7426,76,8,164,51,Gen X,SP,4,3,3,433,10,Bronze,3
7428,47,11,817,47,Gen X,AUS,2,2,2,222,6,Platinum,2
7431,40,12,1660,31,Millennials,CA,2,2,1,221,5,Platinum,2
7433,87,7,136,37,Millennials,SP,4,3,3,433,10,Bronze,3
7437,31,5,21,34,Millennials,AUS,2,4,4,244,10,Bronze,0
7441,80,14,1564,49,Gen X,US,4,2,1,421,7,Gold,1
7444,20,4,28,53,Gen X,SP,1,4,4,144,9,Silver,0
7446,16,16,660,55,Gen X,US,1,1,2,112,4,Platinum,2
7451,23,13,1730,62,Baby Boomers,SP,1,2,1,121,4,Platinum,2
